,word,POS,EN_translation
1169,lukken,WW,succeed
1170,interview,N,interview
1171,adres,N,address
1172,bureau,N,desk
1173,zwart,ADJ,black
1174,stand,N,stand
1175,arm,ADJ,arm
1176,glas,N,glass
1177,hoeven,WW,hooves
1178,directeur,N,director
1179,kende,WW,knew
1180,schreef,N,wrote
1181,meerdere,ADJ,multiple
1182,gevaarlijk,ADJ,dangerous
1183,daarnaast,BW,in addition
1184,tegenover,VZ,opposite
1185,regelmatig,ADJ,regularly
1186,cool,ADJ,cool
1187,ideeën,N,ideas
1188,burgemeester,N,mayor
1189,negen,TW,nine
1190,gekozen,WW,chosen
1191,vlees,N,meat
1192,langzaam,ADJ,slowly
1193,lunch,N,lunch
1194,totdat,VG,until
1195,benen,WW,legs
1196,da,ADJ,da
1197,opeens,BW,suddenly
1198,show,N,show
1199,muur,N,wall
1200,werkelijk,ADJ,really
1201,schrijf,N,write
1202,verdienen,WW,to earn
1203,meiden,N,girls
1204,crisis,N,crisis
1205,haast,BW,rush
1206,waarvoor,BW,for what
1207,twintig,TW,twenty
1208,groen,ADJ,green
1209,voetbal,N,football
1210,voeren,WW,feed
1211,wijze,N,manner
1212,bewijzen,WW,prove
1213,voeten,N,feet
1214,bedoeling,N,intention
1215,interesse,N,interest
1216,behoorlijk,ADJ,fairly
1217,stomme,ADJ,stupid
1218,optreden,WW,performance
1219,dorp,N,village
1220,blauwe,ADJ,blue
1221,beweging,N,movement
1222,hoek,N,angle
1223,link,N,link
1224,partner,N,partner
1225,afstand,N,distance
1226,groene,N,green
1227,onmogelijk,ADJ,impossible
1228,wegens,VZ,due to
1229,kids,N,kids
1230,beloof,N,promise
1231,financiële,ADJ,financial
1232,duur,ADJ,expensive
1233,boodschap,N,message
1234,brand,N,fire
1235,advies,N,advice
1236,eer,N,honour
1237,vormen,WW,form
1238,regen,N,rain
1239,geweld,N,violence
1240,huwelijk,N,wedding
1241,kunst,N,art
1242,boom,N,tree
1243,tas,N,bag
1244,donker,ADJ,dark
1245,dm,N,dm
1246,aangezien,WW,since
1247,smaak,N,taste
1248,pad,N,path
1249,jongeren,N,young people
1250,simpel,ADJ,easy
1251,winter,N,winter
1252,sla,N,lettuce
1253,koken,WW,Cook
1254,liefst,BW,preferably
1255,computer,N,computer
1256,natuur,N,nature
1257,beelden,WW,images
1258,paard,N,horse
1259,schuldig,ADJ,guilty
1260,verkoop,N,sale
1261,nietwaar,N,not true
1262,raam,N,window
1263,discussie,N,discussion
1264,dom,ADJ,stupid
1265,hierheen,BW,over here
1266,gered,WW,saved
1267,ziel,N,soul
1268,min,BW,min
1269,bepaald,ADJ,determined
1270,waarde,N,value
1271,nauwelijks,BW,barely
1272,bak,N,bin
1273,samenwerking,N,cooperation
1274,raak,ADJ,hit
1275,broek,N,pants
1276,voorzitter,N,chairman
1277,uren,N,hours
1278,merk,N,Brand
1279,nationale,ADJ,national
1280,veiligheid,N,safety
1281,ware,WW,true
1282,gedood,WW,killed
1283,beschikbaar,ADJ,available
1284,zagen,WW,saw
1285,lid,N,member
1286,herinneren,WW,remember
1287,niveau,N,level
1288,proces,N,process
1289,regio,N,region
1290,las,N,read
1291,zonnetje,N,Sun
1292,stof,N,dust
1293,positie,N,position
1294,keren,WW,times
1295,bijzondere,ADJ,special
1296,ijs,N,ice
1297,hiermee,BW,with this
1298,onderwijs,N,Education
1299,vertrek,N,departure
1300,besluit,N,decision
1301,schoon,ADJ,clean
1302,verwachten,WW,expect
1303,duren,WW,last
1304,gevolg,N,consequence
1305,regel,N,rule
1306,geluid,N,sound
1307,new,N,new
1308,boel,N,a lot
1309,vrolijk,ADJ,cheerful
1310,gesteld,ADJ,posed
1311,ministerie,N,ministry
1312,drugs,N,drugs
1313,gedrag,N,behaviour
1314,vlucht,N,flight
1315,verrassing,N,surprise
1316,rot,ADJ,rotten
1317,groeten,WW,regards
1318,wow,N,wow
1319,verlies,N,loss
1320,tenzij,VG,unless
1321,das,N,tie
1322,vreemde,N,stranger
1323,inspiratie,N,inspiration
1324,ronde,N,round
1325,red,N,ed
1326,dak,N,roof
1327,slaat,N,hit
1328,daarin,BW,in there
1329,taal,N,language
1330,pistool,N,gun
1331,buitenlandse,ADJ,foreign
1332,been,N,leg
1333,kwestie,N,matter
1334,agenda,N,agenda
1335,gister,BW,yesterday
1336,dik,ADJ,fat
1337,slachtoffer,N,victim
1338,bereid,ADJ,prepared
1339,compleet,ADJ,complete
1340,opa,N,grandpa
1341,redelijk,ADJ,reasonable
1342,mijne,N,mine
1343,versie,N,version
1344,gast,N,guest
1345,bekende,N,known
1346,zul,N,will
1347,leider,N,leader
1348,woon,N,living
1349,schelen,WW,care
1350,sleutel,N,key
1351,ouder,ADJ,older
1352,locatie,N,Location
1353,slot,N,key lock
1354,gooi,N,throw
1355,actief,ADJ,active
1356,ouwe,N,old
1357,gooien,WW,throw
1358,rennen,WW,run
1359,uitleggen,WW,to explain
1360,netjes,ADJ,decently
1361,leiding,N,leadership
1362,woordvoerder,N,spokesman
1363,rechtbank,N,court
1364,beslissing,N,decision
1365,vervelend,ADJ,annoying
1366,liefje,N,sweetheart
1367,sterke,N,strong
1368,nadenken,WW,to think
1369,kast,N,closet
1370,onderwerp,N,topic
1371,personen,N,persons
1372,klas,N,class
1373,strand,N,beach
1374,honderd,TW,hundred
1375,kwaliteit,N,quality
1376,minuut,N,minute
1377,titel,N,title
1378,vrede,N,peace
1379,akkoord,ADJ,agreement
1380,onderzoeken,WW,to research
1381,gaten,WW,holes
1382,voet,N,foot
1383,tegelijk,BW,simultaneously
1384,wegwezen,WW,get out
1385,seconden,N,seconds
1386,beurt,N,turn
1387,premier,N,Prime Minister
1388,dronken,ADJ,drunk
1389,moordenaar,N,killer
1390,wisten,WW,knew
1391,serie,N,series
1392,slachtoffers,N,victims
1393,positief,ADJ,positive
1394,openbaar,ADJ,public
1395,ophalen,WW,to pick up
1396,verklaring,N,statement
1397,ontbijt,N,breakfast
1398,melden,WW,report
1399,missie,N,mission
1400,pagina,N,page
1401,bezoekers,N,visitors
1402,kat,N,cat
1403,bewust,ADJ,consciously
1404,laag,ADJ,low
1405,overleg,N,consultation
1406,schade,N,damage
1407,overleden,WW,passed away
1408,check,N,check
1409,leer,N,leather
1410,generaal,N,general
1411,miljard,N,billion
1412,goud,N,gold
1413,mist,N,fog
1414,grapje,N,just kidding
1415,harde,N,tough
1416,mogelijkheid,N,possibility
1417,bijeenkomst,N,meeting
1418,universiteit,N,university
1419,koningin,N,queen
1420,eeuw,N,century
1421,gebroken,ADJ,broken
1422,eiland,N,Island
1423,thema,N,theme
1424,steken,WW,stabbing
1425,fietsen,WW,bicycles
1426,bedenken,WW,think up
1427,berichten,WW,messages
1428,gevolgen,WW,effects
1429,juli,N,July
1430,dichtbij,VZ,close to
1431,jarig,ADJ,birthday
1432,rijdt,WW,drives
1433,bron,N,source
1434,welterusten,WW,goodnight
1435,drink,WW,drink
1436,wezen,WW,being
1437,brood,N,bread
1438,meenemen,WW,take
1439,verantwoordelijk,ADJ,responsible
1440,mark,N,Mark
1441,prijzen,WW,Prices
1442,lot,N,lot
1443,lokale,ADJ,local
1444,station,N,station
1445,twaalf,TW,twelve
1446,bedoeld,WW,intended
1447,reageren,WW,comment
1448,tante,N,aunt
1449,vis,N,fish
1450,economie,N,economy
1451,sfeer,N,ambiance
1452,ruzie,N,fight
1453,beurs,N,stock market
1454,doorgaan,WW,Get on
1455,bar,N,bar
1456,excuses,N,excuses
1457,beiden,WW,both
1458,kansen,N,opportunities
1459,staten,N,states
1460,afscheid,N,goodbye
1461,draai,N,turn
1462,park,N,park
1463,blik,N,look
1464,stoel,N,chair
1465,voorzien,WW,to provide
1466,on,N,on
1467,geplaatst,WW,posted
1468,officieel,ADJ,officially
1469,schoot,N,shot
1470,ongelooflijk,ADJ,incredible
1471,lul,N,asshole
1472,winnaar,N,winner
1473,sprake,N,talk
1474,vertrouw,N,trust
1475,gemakkelijk,ADJ,easy
1476,pers,N,press
1477,bewegen,WW,to move
1478,oren,N,ears
1479,bob,N,bob
1480,stukken,WW,pieces
1481,groet,N,greeting
1482,trap,N,stairs
1483,voorstel,N,proposal
1484,hiervoor,BW,for this
1485,lijk,ADJ,corpse
1486,trouw,ADJ,faithful
1487,voordeel,N,benefit
1488,burgers,N,burgers
1489,bezit,N,possession
1490,woning,N,house
1491,durf,N,dare
1492,opgenomen,WW,included
1493,held,N,hero
1494,debat,N,debate
1495,bevolking,N,population
1496,winst,N,profit
1497,eraf,BW,off
1498,geslaagd,ADJ,successful
1499,vergadering,N,meeting
1500,speel,WW,play
1501,personeel,N,staff
1502,augustus,N,August
1503,enig,VNW,any
1504,sport,N,sport
1505,algemeen,ADJ,general
1506,minstens,BW,at least
1507,roepen,WW,call
1508,sommigen,VNW,some
1509,rare,ADJ,weird
1510,gat,N,hole
1511,daarop,BW,on it
1512,onlangs,BW,recently
1513,gestopt,WW,stopped
1514,nek,N,neck
1515,invloed,N,influence
1516,fles,N,bottle
1517,dagelijks,ADJ,daily
1518,vandaar,BW,hence
1519,meester,N,master
1520,betekenen,WW,mean
1521,aanval,N,attack
1522,gerust,ADJ,rest assured
1523,gouden,WW,golden
1524,tonen,WW,show
1525,spul,N,stuff
1526,onmiddellijk,ADJ,immediately
1527,college,N,college
1528,poging,N,attempt
1529,zwanger,ADJ,pregnant
1530,bezoeken,WW,attend
1531,ontwikkeling,N,development
1532,rapport,N,report
1533,excuseer,WW,excuse me
1534,oranje,ADJ,Orange
1535,finale,N,final
1536,justitie,N,justice
1537,leest,WW,is reading
1538,jeugd,N,youth
1539,eigenaar,N,owner
1540,militaire,N,military
1541,keus,N,choice
1542,grens,N,border
1543,kolonel,N,colonel
1544,buren,WW,neighbors
1545,verdachte,N,suspect
1546,merken,WW,brands
1547,ontstaan,WW,originate
1548,operatie,N,operation
1549,dankjewel,N,thank you
1550,tekenen,WW,to draw
1551,contract,N,contract
1552,reizen,WW,to travel
1553,kleding,N,clothes
1554,leveren,WW,to deliver
1555,opleiding,N,education
1556,meedoen,WW,participate
1557,gewond,ADJ,injured
1558,twijfel,N,doubt
1559,eenvoudig,ADJ,simple
1560,vervangen,WW,to replace
1561,hans,N,hans
1562,duizenden,N,thousands
1563,professor,N,professor
1564,talent,N,talent
1565,as,N,ash
1566,cultuur,N,culture
1567,uitdaging,N,challenge
1568,boord,N,board
1569,jaloers,ADJ,jealous
1570,geslagen,WW,beaten
1571,taart,N,cake
1572,starten,WW,start
1573,huizen,WW,houses
1574,belachelijk,ADJ,ridiculous
1575,vierde,ADJ,fourth
1576,ma,N,ma
1577,effect,N,effect
1578,kont,N,butt
1579,bergen,WW,mountains
1580,huilen,WW,to cry
1581,ervaren,WW,to experience
1582,beroep,N,profession
1583,boodschappen,WW,groceries
1584,museum,N,museum
1585,combinatie,N,combination
1586,moed,N,courage
1587,klus,N,job
1588,gedachte,N,thought
1589,spoor,N,track
1590,deal,N,deal
1591,des,BW,des
1592,vet,N,Fat
1593,boer,N,farmer
1594,opnemen,WW,record
1595,verband,N,bandage
1596,bomen,N,trees
1597,geduld,N,patience
1598,test,N,test
1599,betaal,N,pay
1600,video,N,video
1601,aanbod,N,offer
1602,berg,N,mountain
1603,ziekte,N,disease
1604,lift,N,elevator
1605,dode,N,dead
1606,zakken,WW,pockets
1607,antwoorden,WW,answers
1608,kwalijk,ADJ,bad
1609,reclame,N,advertisement
1610,dertig,TW,thirty
1611,eisen,WW,requirements
1612,zonde,N,sin
1613,blauw,ADJ,blue
1614,bad,N,bath
1615,initiatief,N,initiative
1616,dol,ADJ,mad
1617,stilte,N,Silence
1618,jurk,N,dress
1619,zweer,N,swear
1620,verboden,WW,prohibited
1621,bedrag,N,amount
1622,verdwijnen,WW,to disappear
1623,achtergrond,N,background
1624,gewenst,N,desirable
1625,droog,ADJ,dry
1626,telkens,BW,every time
1627,avonds,N,evening
1628,hartelijk,ADJ,warmly
1629,groeien,WW,to grow
1630,roze,ADJ,pink
1631,prins,N,Prince
1632,adem,N,breath
1633,biertje,N,beer
1634,ernstig,ADJ,serious
1635,roept,N,calls out
1636,netwerk,N,network
1637,gezondheid,N,health
1638,jas,N,jacket
1639,geweten,N,conscience
1640,rekenen,WW,to calculate
1641,moeders,N,mothers
1642,besloot,N,decided
1643,enthousiast,ADJ,enthusiastic
1644,getuige,N,witness
1645,reed,WW,drove
1646,taak,N,task
1647,bekeken,WW,Viewed
1648,banken,N,banks
1649,deuren,N,doors
1650,verandering,N,change
1651,achteruit,BW,backwards
1652,trainer,N,trainer
1653,communicatie,N,communication
1654,job,N,Job
1655,verantwoordelijkheid,N,responsibility
1656,papieren,WW,paper
1657,kilo,N,kilo
1658,doordat,VG,because
1659,komaan,ADJ,come on
1660,gepakt,WW,caught
1661,verenigde,WW,united
1662,noorden,N,north
1663,beslist,WW,certainly
1664,wandelen,WW,to walk
1665,bezorgd,N,Worried
1666,nogmaals,BW,once again
1667,model,N,fashion model
1668,code,N,code
1669,zuster,N,sister
1670,stijl,N,style
1671,reeds,BW,already
1672,duizend,TW,thousand
1673,lach,N,laugh
1674,cel,N,cell
1675,ontslagen,WW,laid off
1676,bedanken,WW,to thank
1677,belt,N,calling
1678,prettig,ADJ,pleasant
1679,dachten,WW,thought
1680,commissie,N,Commission
1681,springen,WW,to jump
1682,verzoek,N,request
1683,bestuur,N,board
1684,update,N,update
1685,grap,N,joke
1686,kies,N,choose
1687,openen,WW,to open
1688,dam,N,dam
1689,olie,N,oil
1690,coach,N,coach
1691,melk,N,milk
1692,studie,N,study
1693,roken,WW,to smoke
1694,nieuwsgierig,ADJ,curious
1695,ophouden,WW,cease
1696,studio,N,studio
1697,kritiek,N,criticism
1698,samenleving,N,society
1699,bestellen,WW,to order
1700,steek,N,stitch
1701,aangenaam,ADJ,pleasant
1702,ring,N,ring
1703,toegang,N,access
1704,afdeling,N,department
1705,afgesproken,ADJ,agreed
1706,verdiend,N,deserved
1707,beleid,N,policy
1708,bespreken,WW,discuss
1709,toestemming,N,permission
1710,schrijver,N,writer
1711,zaal,N,hall
1712,voorbereiden,WW,to prepare
1713,vrees,N,fear
1714,kalm,ADJ,calm
1715,brug,N,bridge
1716,kus,N,kiss
1717,onderdeel,N,part
1718,getuigen,WW,witnesses
1719,geopend,N,opened
1720,leef,N,live
1721,fan,N,fan
1722,verstand,N,mind
1723,sowieso,ADJ,anyway
1724,pot,N,pot
1725,manager,N,manager
1726,doos,N,box
1727,zwemmen,WW,swimming
1728,wegen,WW,weigh
1729,afgesloten,WW,locked
1730,hoofdstad,N,capital city
1731,huid,N,skin
1732,vijand,N,enemy
1733,stopt,N,stops
1734,honderden,N,hundreds
1735,borrel,N,a drink
1736,gedoe,N,hassle
1737,vogels,N,birds
1738,lui,ADJ,lazy
1739,opening,N,opening
1740,product,N,product
1741,verslag,N,report
1742,jazeker,N,hell yes
1743,motor,N,motor
1744,functie,N,function
1745,zelfmoord,N,suicide
1746,kip,N,chicken
1747,maan,N,Moon
1748,waarover,BW,about what
1749,organiseren,WW,to organize
1750,laptop,N,Laptop
1751,gebrek,N,lack
1752,ploeg,N,plow
1753,vanzelf,BW,by itself
1754,inhoud,N,content
1755,zicht,N,sight
1756,campagne,N,campaign
1757,korting,N,discount
1758,aanleiding,N,reason
1759,lijf,N,body
1760,hierbij,BW,hereby
1761,namens,VZ,On behalf of
1762,type,N,type
1763,at,N,ate
1764,wonder,N,miracle
1765,logisch,ADJ,logical
1766,rondje,N,round
1767,rook,N,smoke
1768,zelfde,ADJ,same
1769,gevangen,WW,caught
1770,tent,N,tent
1771,kaas,N,cheese
1772,opstaan,WW,rise
1773,robert,N,robert
1774,sheriff,N,sheriff
1775,verschrikkelijk,ADJ,terrible
1776,stichting,N,foundation
1777,cursus,N,class
1778,saai,ADJ,boring
1779,plus,BW,plus
1780,velen,N,many
1781,momenten,N,moments
1782,straf,N,punishment
1783,gezelschap,N,party
1784,zuiden,N,south
1785,liegen,WW,to lie
1786,heus,ADJ,really
1787,vloer,N,floor
1788,taxi,N,cab
1789,cadeau,N,gift
1790,breken,WW,break
1791,wauw,N,Wow
1792,joh,ADJ,dude
1793,overleven,WW,survive
1794,aangekomen,WW,arrived
1795,praktijk,N,practice
1796,uitspraak,N,statement
1797,uitzoeken,WW,investigate
1798,optie,N,option
1799,uitgenodigd,WW,invited
1800,schitterend,ADJ,splendid
1801,kopje,N,Cup
1802,dergelijke,ADJ,of such
1803,trainen,WW,train
1804,steden,WW,cities
1805,liefs,N,Love
1806,termijn,N,term
1807,uitstekend,ADJ,excellent
1808,volger,N,follower
1809,weggaan,WW,go away
1810,daarover,BW,about that
1811,bevel,N,command
1812,geert,WW,geert
1813,provincie,N,province
1814,maatschappij,N,society
1815,klote,N,***
1816,meerderheid,N,majority
1817,stroom,N,flow
1818,dubbele,ADJ,double
1819,hiervan,BW,of this
1820,rechten,WW,rights
1821,drankje,N,drink
1822,kamp,N,camp
1823,testen,WW,to test
1824,gericht,N,targeted
1825,bakken,WW,baking
1826,liedje,N,song
1827,rivier,N,river
1828,business,N,business
1829,levend,N,living
1830,podium,N,stage
1831,stelen,WW,steal
1832,volwassen,ADJ,adult
1833,zocht,N,sought
1834,amper,BW,barely
1835,westen,N,West
1836,diner,N,dinner
1837,ster,N,star
1838,opschieten,WW,Hurry up
1839,veld,N,field
1840,miljoenen,N,millions
1841,werknemers,N,employees
1842,eikel,N,jerk
1843,centrale,N,central
1844,name,N,name
1845,overtuigd,WW,convinced
1846,schattig,ADJ,cute
1847,voedsel,N,food
1848,helder,ADJ,bright
1849,café,N,Cafe
1850,terrein,N,terrain
1851,materiaal,N,material
1852,gewend,ADJ,used to
1853,gebouwd,ADJ,built
1854,beest,N,beast
1855,uitslag,N,rash
1856,ramp,N,disaster
1857,scherp,ADJ,sharp
1858,ontdekken,WW,to discover
1859,aanvallen,WW,to attack
1860,indien,VG,if
1861,behoefte,N,need
1862,gedragen,WW,behave
1863,arts,N,doctor
1864,lijden,WW,suffering
1865,koude,N,cold
1866,dichter,ADJ,closer
1867,marketing,N,marketing
1868,boekje,N,booklet
1869,uitzending,N,broadcast
1870,toon,N,show
1871,harder,ADJ,harder
1872,verhuizen,WW,moving away
1873,carnaval,N,carnival
1874,waaronder,BW,among which
1875,terras,N,terrace
1876,verkeer,N,traffic
1877,overwinning,N,victory
1878,bewoners,N,Residents
1879,hierover,BW,about this
1880,oefenen,WW,to practise
1881,inzet,N,effort
1882,tenslotte,BW,and last but not least
1883,bijdrage,N,contribution
1884,gekke,ADJ,crazy
1885,letterlijk,ADJ,literally
1886,bouw,N,construction
1887,bepalen,WW,determine
1888,heilige,ADJ,saint
1889,vak,N,field
1890,vriendelijk,ADJ,friendly
1891,roep,N,call
1892,televisie,N,television
1893,pauze,N,pause
1894,goedenavond,N,good evening
1895,begraven,WW,to bury
1896,geschikt,ADJ,fit
1897,dienen,WW,serve
1898,plekken,WW,spots
1899,intussen,BW,Meanwhile
1900,erachter,BW,behind it
1901,spanning,N,tension
1902,klasse,N,class
1903,ballen,WW,balls
1904,dossier,N,file
1905,volop,BW,plenty
1906,controleren,WW,to check
1907,wennen,WW,get used to
1908,paniek,N,panic
1909,alsnog,BW,yet
1910,elf,TW,eleven
1911,behandeling,N,therapy
1912,proeven,WW,taste
1913,uitleg,N,explanation
1914,mes,N,knife
1915,drank,N,drink
1916,kanten,N,sides
1917,tanden,WW,teeth
1918,account,N,account
1919,bom,N,bomb
1920,voort,WW,continue
1921,dankbaar,ADJ,grateful
1922,godsnaam,N,God sake
1923,verplicht,ADJ,obligated
1924,theater,N,theater
1925,gave,N,gift
1926,toeval,N,coincidence
1927,verbonden,WW,connected
1928,werkelijkheid,N,reality
1929,service,N,service
1930,tellen,WW,count
1931,nick,N,Nick
1932,draag,N,wear
1933,kust,N,coast
1934,uitzicht,N,view
1935,doorheen,VZ,through
1936,vlug,ADJ,quickly
1937,vangen,WW,to catch
1938,buik,N,belly
1939,sleutels,N,Keys
1940,scholen,WW,schools
1941,kampioen,N,champion
1942,lenen,WW,to borrow
1943,visie,N,vision
1944,fris,ADJ,fresh
1945,carrière,N,career
1946,kussen,WW,To kiss
1947,concert,N,concert
1948,concept,N,concept
1949,zacht,ADJ,soft
1950,gevecht,N,fight
1951,bek,N,beak
1952,groei,N,growth
1953,vijftien,TW,fifteen
1954,vijftig,TW,fifty
1955,snelheid,N,speed
1956,verdriet,N,grief
1957,route,N,route
1958,puur,ADJ,pure
1959,eieren,N,Eggs
1960,wijzen,WW,point
1961,yes,N,yes
1962,lager,ADJ,lower
1963,pakt,WW,takes
1964,gepraat,N,talk
1965,tof,ADJ,cool
1966,opgepakt,ADJ,arrested
1967,wijk,N,neighbourhood
1968,verzet,N,resistance
1969,beperkt,ADJ,limited
1970,standaard,ADJ,standard
1971,sporen,WW,tracks
1972,ontwikkelen,WW,develop
1973,zout,ADJ,salt
1974,dubbel,ADJ,double
1975,uitnodiging,N,invitation
1976,vluchten,WW,flee
1977,vissen,WW,fishing
1978,sergeant,N,sergeant
1979,appartement,N,apartment
1980,studeren,WW,to study
1981,bord,N,plate
1982,hof,N,court
1983,opruimen,WW,tidy
1984,avondje,N,evening
1985,recept,N,recipe
1986,koers,N,course
1987,moderne,ADJ,modern
1988,soldaat,N,soldier
1989,datum,N,date
1990,centraal,ADJ,central
1991,plaatje,N,picture
1992,gelegenheid,N,occasion
1993,uitgebreid,N,extensive
1994,verdorie,N,damn
1995,nummers,N,numbers
1996,aanrader,N,recommended
1997,have,N,have
1998,gelaten,WW,left
1999,humor,N,Humour
2000,morgenochtend,BW,tomorrow morning
2001,inclusief,ADJ,including
2002,ellende,N,misery
2003,ontsnappen,WW,escape
2004,mede,BW,also
2005,neef,N,cousin
2006,afmaken,WW,finish up
2007,nat,ADJ,wet
2008,kwart,N,quarter
2009,begrip,N,understanding
2010,homo,N,gay
2011,compliment,N,compliment
2012,gebaseerd,WW,based
2013,rondom,VZ,all around
2014,komst,N,coming
2015,monster,N,sample
2016,pc,N,pc
2017,tijdelijk,ADJ,temporarily
2018,rusten,WW,rest
2019,gestoord,N,disturbed
2020,apart,ADJ,separate
2021,genoegen,WW,pleasure
2022,gedurende,VZ,during
2023,oplossen,WW,to resolve
2024,rand,N,edge
2025,schoonheid,N,beauty
2026,planeet,N,planet
2027,richten,WW,to target
2028,steen,N,stone
2029,handel,N,trade
2030,buitenland,N,abroad
2031,vullen,WW,to fill
2032,luitenant,N,lieutenant
2033,veroordeeld,WW,convicted
2034,mijnheer,N,Sir
2035,afhankelijk,ADJ,dependent
2036,medicijnen,N,medicines
2037,jury,N,jury
2038,zekerheid,N,certainty
2039,dichterbij,ADJ,closer
2040,lege,N,empty
2041,toestand,N,status
2042,stiekem,N,secretly
2043,tegelijkertijd,BW,at the same time
2044,tevens,BW,also
2045,opzij,BW,aside
2046,geïnteresseerd,ADJ,interested
2047,prinses,N,princess
2048,no,N,no
2049,onschuldig,ADJ,innocent
2050,eeuwig,N,forever
2051,vers,ADJ,fresh
2052,tranen,WW,tears
2053,belangrijker,ADJ,more important
2054,sociaal,ADJ,social
2055,middel,N,means
2056,toilet,N,toilet
2057,suiker,N,sugar
2058,wederom,BW,again
2059,overkomen,WW,happen
2060,reet,N,ass
2061,amerikanen,N,americans
2062,hoer,N,whore
2063,gemeenschap,N,community
2064,ontspannen,WW,relax
2065,conclusie,N,conclusion
2066,henry,N,Henry
2067,hogere,ADJ,higher
2068,gemiddeld,ADJ,average
2069,beterschap,N,get well soon
2070,houding,N,attitude
2071,champagne,N,Champagne
2072,getroffen,ADJ,affected
2073,lunchen,WW,having lunch
2074,spiegel,N,mirror
2075,wijs,ADJ,wise
2076,ontslag,N,dismissal
2077,vrijwel,BW,almost
2078,zwembad,N,swimming pool
2079,time,N,time
2080,geweer,N,rifle
2081,cent,N,cents
2082,gemeen,ADJ,mean
2083,raden,WW,to guess
2084,gedeelte,N,part
2085,openbare,N,public
2086,drukte,N,hustle and bustle
2087,hout,N,wood
2088,eng,ADJ,scary
2089,patroon,N,pattern
2090,klap,N,blow
2091,knul,N,kid
2092,kennelijk,ADJ,apparently
2093,bescherming,N,protection
2094,storm,N,storm
2095,algemene,ADJ,general
2096,hartstikke,BW,great
2097,pizza,N,Pizza
2098,lagen,WW,layers
2099,collectie,N,collection
2100,voorkeur,N,preference
2101,planten,WW,plants
2102,officiële,ADJ,official
2103,dier,N,animal
2104,grenzen,WW,boundaries
2105,gearresteerd,WW,arrested
2106,stress,N,stress
2107,gemiddelde,N,average
2108,file,N,file
2109,ton,N,tons
2110,klagen,WW,complain
2111,happy,ADJ,happy
2112,gelegen,WW,located
2113,troepen,WW,troops
