,word,POS,EN_translation,lidwoord
1038,oktober,N,October,de
1039,voldoende,ADJ,Enough,
1040,rechts,ADJ,right,
1041,kerst,N,Christmas,de
1042,kabinet,N,cabinet,het
1043,km,N,km,de
1044,pardon,N,excuse me,
1045,shit,N,shit,de
1046,eenmaal,BW,once,
1047,presentatie,N,presentation,de
1048,gezond,ADJ,healthy,
1049,arme,ADJ,poor,
1050,honger,N,hungry,de
1051,passen,WW,to fit,
1052,maat,N,measure,de
1053,centrum,N,Centre,het
1054,wagen,N,car,het
1055,oom,N,uncle,de
1056,vannacht,BW,tonight,
1057,bieden,WW,offer,
1058,idioot,N,idiot,de
1059,lukken,WW,succeed,
1060,interview,N,interview,het
1061,adres,N,address,het
1062,bureau,N,desk,het
1063,zwart,ADJ,black,
1064,stand,N,stand,de
1065,arm,ADJ,arm,
1066,glas,N,glass,het
1067,hoeven,WW,hooves,
1068,directeur,N,director,de
1069,kende,WW,knew,
1070,meerdere,ADJ,multiple,
1071,gevaarlijk,ADJ,dangerous,
1072,daarnaast,BW,in addition,
1073,tegenover,VZ,opposite,
1074,regelmatig,ADJ,regularly,
1075,cool,ADJ,cool,
1076,ideeën,N,ideas,de
1077,burgemeester,N,mayor,de
1078,negen,TW,nine,
1079,gekozen,WW,chosen,
1080,vlees,N,meat,het
1081,langzaam,ADJ,slowly,
1082,lunch,N,lunch,de
1083,totdat,VG,until,
1084,benen,WW,legs,
1085,da,ADJ,da,
1086,opeens,BW,suddenly,
1087,show,N,show,de
1088,muur,N,wall,de
1089,werkelijk,ADJ,really,
1090,verdienen,WW,to earn,
1091,meiden,N,girls,de
1092,crisis,N,crisis,de
1093,haast,BW,rush,
1094,waarvoor,BW,for what,
1095,twintig,TW,twenty,
1096,groen,ADJ,green,
1097,voetbal,N,football,de
1098,voeren,WW,feed,
1099,wijze,N,manner,de
1100,bewijzen,WW,prove,
1101,voeten,N,feet,
1102,bedoeling,N,intention,de
1103,interesse,N,interest,de
1104,behoorlijk,ADJ,fairly,
1105,stomme,ADJ,stupid,
1106,optreden,WW,performance,
1107,dorp,N,village,het
1108,blauwe,ADJ,blue,
1109,beweging,N,movement,de
1110,hoek,N,angle,de
1111,link,N,link,de
1112,partner,N,partner,het
1113,afstand,N,distance,de
1114,groene,N,green,de
1115,onmogelijk,ADJ,impossible,
1116,wegens,VZ,due to,
1117,kids,N,kids,mv.
1118,financiële,ADJ,financial,
1119,duur,ADJ,expensive,
1120,boodschap,N,message,de
1121,brand,N,fire,de/het
1122,advies,N,advice,het
1123,eer,N,honour,de
1124,vormen,WW,form,
1125,regen,N,rain,bijvoeglijk
1126,geweld,N,violence,het
1127,huwelijk,N,wedding,het
1128,kunst,N,art,de
1129,boom,N,tree,de
1130,tas,N,bag,de
1131,donker,ADJ,dark,
1132,dm,N,dm,
1133,aangezien,WW,since,
1134,smaak,N,taste,de
1135,pad,N,path,het
1136,jongeren,ADJ,young people,
1137,simpel,ADJ,easy,
1138,winter,N,winter,de
1139,koken,WW,Cook,
1140,liefst,BW,preferably,
1141,computer,N,computer,de
1142,natuur,N,nature,de
1143,paard,N,horse,bijvoeglijk
1144,schuldig,ADJ,guilty,
1145,verkoop,N,sale,de
1146,nietwaar,TSW,not true,
1147,raam,N,window,de
1148,discussie,N,discussion,de
1149,dom,ADJ,stupid,
1150,hierheen,BW,over here,
1151,gered,WW,saved,
1152,ziel,N,soul,de
1153,min,BW,min,
1154,bepaald,ADJ,determined,
1155,waarde,N,value,de
1156,nauwelijks,BW,barely,
1157,bak,N,bin,het
1158,samenwerking,N,cooperation,het
1159,raak,ADJ,hit,
1160,broek,N,pants,de
1161,voorzitter,N,chairman,de
1162,uren,N,hours,
1163,merk,N,Brand,het
1164,nationale,ADJ,national,
1165,veiligheid,N,safety,de
1166,gedood,WW,killed,
1167,beschikbaar,ADJ,available,
1168,zagen,WW,saw,
1169,lid,N,member,het
1170,herinneren,WW,remember,
1171,niveau,N,level,het
1172,proces,N,process,het
1173,regio,N,region,de
1174,zonnetje,N,Sun,de
1175,stof,N,dust,de/het
1176,positie,N,position,de
1177,keren,WW,times,
1178,bijzondere,ADJ,special,
1179,ijs,N,ice,het
1180,hiermee,BW,with this,
1181,onderwijs,N,Education,het
1182,vertrek,N,departure,werkwoord
1183,besluit,N,decision,het
1184,schoon,ADJ,clean,
1185,verwachten,WW,expect,
1186,duren,WW,last,
1187,gevolg,N,consequence,het
1188,regel,N,rule,de
1189,geluid,N,sound,het
1190,new,N,new,de
1191,boel,N,a lot,werkwoord
1192,vrolijk,ADJ,cheerful,
1193,gesteld,ADJ,posed,
1194,ministerie,N,ministry,het
1195,drugs,N,drugs,de
1196,gedrag,N,behaviour,het
1197,vlucht,N,flight,de
1198,verrassing,N,surprise,de
1199,rot,ADJ,rotten,
1200,groeten,WW,regards,
1201,wow,N,wow,
1202,verlies,N,loss,het
1203,tenzij,VG,unless,
1204,das,N,tie,de
1205,vreemde,ADJ,stranger,
1206,inspiratie,N,inspiration,werkwoord
1207,ronde,N,round,de
1208,red,N,ed,
1209,dak,N,roof,het
1210,daarin,BW,in there,
1211,taal,N,language,de
1212,pistool,N,gun,het
1213,buitenlandse,ADJ,foreign,
1214,been,N,leg,het
1215,kwestie,N,matter,de
1216,agenda,N,agenda,de
1217,gister,BW,yesterday,
1218,dik,ADJ,fat,
1219,slachtoffer,N,victim,het
1220,bereid,ADJ,prepared,
1221,compleet,ADJ,complete,
1222,opa,N,grandpa,de
1223,redelijk,ADJ,reasonable,
1224,mijne,N,mine,de/het
1225,versie,N,version,de
1226,gast,N,guest,de
1227,bekende,ADJ,known,
1228,leider,N,leader,de
1229,schelen,WW,care,
1230,sleutel,N,key,de
1231,ouder,ADJ,older,
1232,locatie,N,Location,de
1233,slot,N,key lock,het
1234,actief,ADJ,active,
1235,ouwe,N,old,de
1236,gooien,WW,throw,
1237,rennen,WW,run,
1238,uitleggen,WW,to explain,
1239,netjes,ADJ,decently,
1240,leiding,N,leadership,werkwoord
1241,woordvoerder,N,spokesman,de
1242,rechtbank,N,court,de
1243,beslissing,N,decision,bijvoeglijk
1244,vervelend,ADJ,annoying,
1245,liefje,N,sweetheart,het
1246,sterke,ADJ,strong,
1247,nadenken,WW,to think,
1248,kast,N,closet,de
1249,onderwerp,N,topic,het
1250,personen,N,persons,de
1251,klas,N,class,de
1252,strand,N,beach,werkwoord
1253,honderd,TW,hundred,
1254,kwaliteit,N,quality,de
1255,minuut,N,minute,de
1256,titel,N,title,de
1257,vrede,N,peace,de
1258,akkoord,ADJ,agreement,
1259,onderzoeken,WW,to research,
1260,voet,N,foot,de
1261,tegelijk,BW,simultaneously,
1262,wegwezen,WW,get out,
1263,seconden,N,seconds,bijvoeglijk
1264,beurt,N,turn,het
1265,premier,N,Prime Minister,de
1266,dronken,ADJ,drunk,
1267,moordenaar,N,killer,de
1268,serie,N,series,de
1269,slachtoffers,N,victims,het
1270,positief,ADJ,positive,
1271,openbaar,ADJ,public,
1272,ophalen,WW,to pick up,
1273,verklaring,N,statement,werkwoord
1274,ontbijt,N,breakfast,het
1275,melden,WW,report,
1276,missie,N,mission,de
1277,pagina,N,page,de
1278,bezoekers,N,visitors,het
1279,kat,N,cat,de
1280,bewust,ADJ,consciously,
1281,laag,ADJ,low,
1282,overleg,N,consultation,werkwoord
1283,schade,N,damage,de
1284,check,N,check,de
1285,leer,N,leather,het
1286,generaal,N,general,de
1287,miljard,N,billion,het
1288,goud,N,gold,het
1289,grapje,N,just kidding,de
1290,harde,ADJ,tough,
1291,mogelijkheid,N,possibility,bijvoeglijk
1292,bijeenkomst,N,meeting,de
1293,universiteit,N,university,de
1294,koningin,N,queen,de
1295,eeuw,N,century,de
1296,gebroken,ADJ,broken,
1297,eiland,N,Island,het
1298,thema,N,theme,de/het
1299,steken,WW,stabbing,
1300,fietsen,WW,bicycles,
1301,bedenken,WW,think up,
1302,berichten,WW,messages,
1303,juli,N,July,de
1304,dichtbij,VZ,close to,
1305,jarig,ADJ,birthday,
1306,rijdt,WW,drives,
1307,bron,N,source,de
1308,drink,WW,drink,
1309,wezen,WW,being,
1310,brood,N,bread,het
1311,meenemen,WW,take,
1312,verantwoordelijk,ADJ,responsible,
1313,mark,N,Mark,de
1314,prijzen,WW,Prices,
1315,lot,N,lot,het
1316,lokale,ADJ,local,
1317,station,N,station,het
1318,twaalf,TW,twelve,
1319,reageren,WW,comment,
1320,tante,N,aunt,de
1321,vis,N,fish,de
1322,economie,N,economy,de
1323,sfeer,N,ambiance,de
1324,ruzie,N,fight,de
1325,beurs,N,stock market,de
1326,doorgaan,WW,Get on,
1327,bar,N,bar,
1328,excuses,N,excuses,werkwoord
1329,beiden,WW,both,
1330,kansen,N,opportunities,de
1331,staten,N,states,de
1332,afscheid,N,goodbye,het
1333,draai,N,turn,de
1334,park,N,park,de
1335,blik,N,look,de
1336,stoel,N,chair,de
1337,voorzien,WW,to provide,
1338,on,ADJ,on,
1339,geplaatst,WW,posted,
1340,officieel,ADJ,officially,
1341,ongelooflijk,ADJ,incredible,
1342,lul,N,asshole,de
1343,winnaar,N,winner,
1344,sprake,N,talk,bijvoeglijk
1345,gemakkelijk,ADJ,easy,
1346,pers,N,press,de
1347,bewegen,WW,to move,
1348,oren,N,ears,
1349,bob,N,bob,de
1350,groet,N,greeting,werkwoord
1351,trap,N,stairs,de
1352,voorstel,N,proposal,werkwoord
1353,hiervoor,BW,for this,
1354,lijk,ADJ,corpse,
1355,trouw,ADJ,faithful,
1356,voordeel,N,benefit,de
1357,burgers,N,burgers,het
1358,bezit,N,possession,het
1359,woning,N,house,de
1360,opgenomen,WW,included,
1361,held,N,hero,de
1362,debat,N,debate,het
1363,bevolking,N,population,
1364,winst,N,profit,werkwoord
1365,eraf,BW,off,
1366,geslaagd,ADJ,successful,
1367,vergadering,N,meeting,het
1368,speel,WW,play,
1369,personeel,N,staff,het
1370,augustus,N,August,
1371,enig,VNW,any,
1372,sport,N,sport,de
1373,algemeen,ADJ,general,
1374,minstens,BW,at least,
1375,roepen,WW,call,
1376,sommigen,VNW,some,
1377,rare,ADJ,weird,
1378,gat,N,hole,het
1379,daarop,BW,on it,
1380,onlangs,BW,recently,
1381,gestopt,WW,stopped,
1382,nek,N,neck,de
1383,invloed,N,influence,de
1384,fles,N,bottle,de
1385,dagelijks,ADJ,daily,
1386,vandaar,BW,hence,
1387,meester,N,master,de
1388,betekenen,WW,mean,
1389,aanval,N,attack,de
1390,gerust,ADJ,rest assured,
1391,gouden,WW,golden,
1392,tonen,WW,show,
1393,spul,N,stuff,werkwoord
1394,onmiddellijk,ADJ,immediately,
1395,college,N,college,het
1396,poging,N,attempt,de
1397,zwanger,ADJ,pregnant,
1398,bezoeken,WW,attend,
1399,ontwikkeling,N,development,de
1400,rapport,N,report,het
1401,excuseer,WW,excuse me,
1402,oranje,ADJ,Orange,
1403,finale,N,final,de
1404,justitie,N,justice,de
1405,leest,WW,is reading,
1406,jeugd,N,youth,de
1407,eigenaar,N,owner,de
1408,militaire,N,military,de
1409,keus,N,choice,de
1410,grens,N,border,de
1411,kolonel,N,colonel,de
1412,buren,WW,neighbors,
1413,merken,WW,brands,
1414,ontstaan,WW,originate,
1415,operatie,N,operation,de
1416,dankjewel,N,thank you,
1417,tekenen,WW,to draw,
1418,contract,N,contract,het
1419,reizen,WW,to travel,
1420,kleding,N,clothes,de
1421,leveren,WW,to deliver,
1422,opleiding,N,education,het
1423,meedoen,WW,participate,
1424,gewond,ADJ,injured,
1425,twijfel,N,doubt,de
1426,eenvoudig,ADJ,simple,
1427,vervangen,WW,to replace,
1428,hans,N,hans,de
1429,duizenden,TW,thousands,
1430,professor,N,professor,de
1431,talent,N,talent,het
1432,as,N,ash,
1433,cultuur,N,culture,de
1434,uitdaging,N,challenge,
1435,boord,N,board,de/het
1436,jaloers,ADJ,jealous,
1437,geslagen,WW,beaten,
1438,taart,N,cake,de
1439,starten,WW,start,
1440,huizen,WW,houses,
1441,belachelijk,ADJ,ridiculous,
1442,vierde,ADJ,fourth,
1443,ma,N,ma,de
1444,effect,N,effect,het
1445,kont,N,butt,de
1446,bergen,WW,mountains,
1447,huilen,WW,to cry,
1448,ervaren,WW,to experience,
1449,beroep,N,profession,het
1450,boodschappen,WW,groceries,
1451,museum,N,museum,het
1452,combinatie,N,combination,de
1453,moed,N,courage,de
1454,klus,N,job,de
1455,gedachte,N,thought,de
1456,spoor,N,track,bijvoeglijk
1457,deal,N,deal,de
1458,des,BW,des,
1459,vet,N,Fat,bijvoeglijk
1460,boer,N,farmer,de
1461,opnemen,WW,record,
1462,verband,N,bandage,het
1463,bomen,N,trees,
1464,geduld,N,patience,het
1465,test,N,test,de
1466,video,N,video,de
1467,aanbod,N,offer,het
1468,berg,N,mountain,
1469,ziekte,N,disease,de
1470,lift,N,elevator,de
1471,dode,ADJ,dead,
1472,zakken,WW,pockets,
1473,antwoorden,WW,answers,
1474,kwalijk,ADJ,bad,
1475,reclame,N,advertisement,de
1476,dertig,TW,thirty,
1477,eisen,WW,requirements,
1478,zonde,N,sin,de
1479,blauw,ADJ,blue,
1480,bad,N,bath,werkwoord
1481,initiatief,N,initiative,het
1482,dol,ADJ,mad,
1483,stilte,N,Silence,de
1484,jurk,N,dress,de
1485,bedrag,N,amount,
1486,verdwijnen,WW,to disappear,
1487,achtergrond,N,background,
1488,droog,ADJ,dry,
1489,telkens,BW,every time,
1490,avonds,N,evening,
1491,hartelijk,ADJ,warmly,
1492,groeien,WW,to grow,
1493,roze,ADJ,pink,
1494,prins,N,Prince,de
1495,adem,N,breath,de
1496,biertje,N,beer,het
1497,ernstig,ADJ,serious,
1498,netwerk,N,network,de
1499,gezondheid,N,health,het
1500,jas,N,jacket,het
1501,geweten,N,conscience,het
1502,rekenen,WW,to calculate,
1503,moeders,N,mothers,het
1504,enthousiast,ADJ,enthusiastic,
1505,getuige,N,witness,de
1506,reed,WW,drove,
1507,taak,N,task,de
1508,bekeken,WW,Viewed,
1509,banken,N,banks,het
1510,deuren,N,doors,de
1511,verandering,N,change,de
1512,achteruit,BW,backwards,
1513,trainer,N,trainer,de
1514,communicatie,N,communication,de
1515,job,N,Job,
1516,verantwoordelijkheid,N,responsibility,de
1517,kilo,N,kilo,de/het
1518,doordat,VG,because,
1519,komaan,ADJ,come on,
1520,verenigde,WW,united,
1521,noorden,N,north,het
1522,beslist,WW,certainly,
1523,wandelen,WW,to walk,
1524,nogmaals,BW,once again,
1525,model,N,fashion model,het
1526,code,N,code,de
1527,zuster,N,sister,de
1528,stijl,N,style,de
1529,reeds,BW,already,
1530,duizend,TW,thousand,
1531,lach,N,laugh,de
1532,cel,N,cell,de
1533,bedanken,WW,to thank,
1534,prettig,ADJ,pleasant,
1535,commissie,N,Commission,de
1536,springen,WW,to jump,
1537,verzoek,N,request,de
1538,bestuur,N,board,het
1539,update,N,update,de
1540,grap,N,joke,de
1541,kies,N,choose,de
1542,openen,WW,to open,
1543,dam,N,dam,de
1544,olie,N,oil,de
1545,coach,N,coach,de
1546,melk,N,milk,de
1547,studie,N,study,de
1548,roken,WW,to smoke,
1549,nieuwsgierig,ADJ,curious,
1550,ophouden,WW,cease,
1551,studio,N,studio,de
1552,kritiek,N,criticism,de
1553,samenleving,N,society,de
1554,bestellen,WW,to order,
1555,steek,N,stitch,werkwoord
1556,aangenaam,ADJ,pleasant,
1557,ring,N,ring,de
1558,toegang,N,access,de
1559,afdeling,N,department,de
1560,afgesproken,ADJ,agreed,
1561,beleid,N,policy,het
1562,bespreken,WW,discuss,
1563,toestemming,N,permission,
1564,schrijver,N,writer,de
1565,zaal,N,hall,werkwoord
1566,voorbereiden,WW,to prepare,
1567,vrees,N,fear,de
1568,kalm,ADJ,calm,
1569,brug,N,bridge,de
1570,kus,N,kiss,het
1571,onderdeel,N,part,werkwoord
1572,getuigen,WW,witnesses,
1573,fan,ADJ,fan,
1574,verstand,N,mind,het
1575,sowieso,ADJ,anyway,
1576,pot,N,pot,de
1577,manager,N,manager,de
1578,doos,N,box,de
1579,zwemmen,WW,swimming,
1580,wegen,WW,weigh,
1581,hoofdstad,N,capital city,het
1582,huid,N,skin,de
1583,vijand,N,enemy,de
1584,honderden,TW,hundreds,
1585,borrel,N,a drink,mv.
1586,gedoe,N,hassle,
1587,vogels,N,birds,werkwoord
1588,lui,ADJ,lazy,
1589,opening,N,opening,de
1590,product,N,product,het
1591,verslag,N,report,de
1592,jazeker,N,hell yes,
1593,motor,N,motor,de
1594,functie,N,function,de
1595,zelfmoord,N,suicide,de
1596,kip,N,chicken,de
1597,maan,N,Moon,de
1598,waarover,BW,about what,
1599,organiseren,WW,to organize,
1600,laptop,N,Laptop,de
1601,gebrek,N,lack,het
1602,ploeg,N,plow,de
1603,vanzelf,BW,by itself,
1604,inhoud,N,content,de
1605,zicht,N,sight,de/het
1606,campagne,N,campaign,de
1607,korting,N,discount,de
1608,aanleiding,N,reason,de
1609,lijf,N,body,het
1610,hierbij,BW,hereby,
1611,namens,VZ,On behalf of,
1612,type,N,type,het
1613,at,N,ate,
1614,wonder,N,miracle,het
1615,logisch,ADJ,logical,
1616,rondje,N,round,het
1617,rook,N,smoke,de
1618,zelfde,ADJ,same,
1619,tent,N,tent,de
1620,kaas,N,cheese,de
1621,opstaan,WW,rise,
1622,robert,N,robert,
1623,sheriff,N,sheriff,de
1624,verschrikkelijk,ADJ,terrible,
1625,stichting,N,foundation,de
1626,cursus,N,class,de
1627,saai,ADJ,boring,
1628,plus,BW,plus,
1629,velen,VNW,many,
1630,momenten,N,moments,het
1631,straf,N,punishment,de
1632,gezelschap,N,party,
1633,zuiden,N,south,het
1634,liegen,WW,to lie,
1635,heus,ADJ,really,
1636,vloer,N,floor,de
1637,taxi,N,cab,de
1638,cadeau,N,gift,het
1639,breken,WW,break,
1640,wauw,N,Wow,
1641,joh,ADJ,dude,
1642,overleven,WW,survive,
1643,aangekomen,WW,arrived,
1644,praktijk,N,practice,de
1645,uitspraak,N,statement,werkwoord
1646,uitzoeken,WW,investigate,
1647,optie,N,option,de
1648,schitterend,ADJ,splendid,
1649,kopje,N,Cup,werkwoord
1650,dergelijke,ADJ,of such,
1651,trainen,WW,train,
1652,liefs,N,Love,het
1653,termijn,N,term,de
1654,uitstekend,ADJ,excellent,
1655,volger,N,follower,
1656,weggaan,WW,go away,
1657,daarover,BW,about that,
1658,bevel,N,command,
1659,geert,WW,geert,
1660,provincie,N,province,de
1661,maatschappij,N,society,de
1662,klote,N,***,
1663,meerderheid,N,majority,het
1664,stroom,N,flow,bijvoeglijk
1665,dubbele,ADJ,double,
1666,hiervan,BW,of this,
1667,rechten,WW,rights,
1668,drankje,N,drink,de
1669,kamp,N,camp,het
1670,testen,WW,to test,
1671,bakken,WW,baking,
1672,liedje,N,song,het
1673,rivier,N,river,de
1674,business,N,business,de
1675,podium,N,stage,het
1676,stelen,WW,steal,
1677,volwassen,ADJ,adult,
1678,amper,BW,barely,
1679,westen,N,West,het
1680,diner,N,dinner,het
1681,ster,N,star,de
1682,opschieten,WW,Hurry up,
1683,veld,N,field,het
1684,miljoenen,N,millions,de
1685,werknemers,N,employees,de
1686,eikel,N,jerk,de
1687,centrale,N,central,de
1688,name,N,name,
1689,overtuigd,WW,convinced,
1690,schattig,ADJ,cute,
1691,voedsel,N,food,het
1692,helder,ADJ,bright,
1693,café,N,Cafe,het
1694,terrein,N,terrain,het
1695,materiaal,N,material,het
1696,gewend,ADJ,used to,
1697,gebouwd,ADJ,built,
1698,beest,N,beast,het
1699,uitslag,N,rash,werkwoord
1700,ramp,N,disaster,de
1701,scherp,ADJ,sharp,
1702,ontdekken,WW,to discover,
1703,aanvallen,WW,to attack,
1704,indien,VG,if,
1705,behoefte,N,need,de
1706,gedragen,WW,behave,
1707,arts,N,doctor,de
1708,lijden,WW,suffering,
1709,koude,N,cold,de
1710,dichter,ADJ,closer,
1711,marketing,N,marketing,de
1712,boekje,N,booklet,het
1713,uitzending,N,broadcast,werkwoord
1714,toon,N,show,werkwoord
1715,harder,ADJ,harder,
1716,verhuizen,WW,moving away,
1717,carnaval,N,carnival,de/het
1718,waaronder,BW,among which,
1719,terras,N,terrace,het
1720,verkeer,N,traffic,het
1721,overwinning,N,victory,het
1722,bewoners,N,Residents,werkwoord
1723,hierover,BW,about this,
1724,oefenen,WW,to practise,
1725,inzet,N,effort,werkwoord
1726,tenslotte,BW,and last but not least,
1727,bijdrage,N,contribution,de
1728,gekke,ADJ,crazy,
1729,letterlijk,ADJ,literally,
1730,bouw,N,construction,het
1731,bepalen,WW,determine,
1732,heilige,ADJ,saint,
1733,vak,N,field,het
1734,vriendelijk,ADJ,friendly,
1735,roep,N,call,de
1736,televisie,N,television,de
1737,pauze,N,pause,de
1738,goedenavond,N,good evening,
1739,begraven,WW,to bury,
1740,geschikt,ADJ,fit,
1741,dienen,WW,serve,
1742,plekken,WW,spots,
1743,intussen,BW,Meanwhile,
1744,erachter,BW,behind it,
1745,spanning,N,tension,werkwoord
1746,klasse,N,class,de
1747,ballen,WW,balls,
1748,dossier,N,file,het
1749,volop,BW,plenty,
1750,controleren,WW,to check,
1751,wennen,WW,get used to,
1752,paniek,N,panic,werkwoord
1753,alsnog,BW,yet,
1754,elf,TW,eleven,
1755,behandeling,N,therapy,werkwoord
1756,proeven,WW,taste,
1757,uitleg,N,explanation,werkwoord
1758,mes,N,knife,het
1759,drank,N,drink,de
1760,kanten,N,sides,werkwoord
1761,tanden,WW,teeth,
1762,account,N,account,het/de
1763,bom,N,bomb,de
1764,dankbaar,ADJ,grateful,
1765,godsnaam,N,God sake,de
1766,verplicht,ADJ,obligated,
1767,theater,N,theater,het
1768,gave,N,gift,de
1769,toeval,N,coincidence,het
1770,werkelijkheid,N,reality,
1771,service,N,service,de
1772,tellen,WW,count,
1773,nick,N,Nick,het
1774,kust,N,coast,
1775,uitzicht,N,view,bijvoeglijk
1776,doorheen,VZ,through,
1777,vlug,ADJ,quickly,
1778,vangen,WW,to catch,
1779,buik,N,belly,
1780,sleutels,N,Keys,de
1781,scholen,WW,schools,
1782,kampioen,N,champion,de
1783,lenen,WW,to borrow,
1784,visie,N,vision,de
1785,fris,ADJ,fresh,
1786,carrière,N,career,de
1787,kussen,WW,To kiss,
1788,concert,N,concert,het
1789,concept,N,concept,het
1790,zacht,ADJ,soft,
1791,gevecht,N,fight,het
1792,bek,N,beak,werkwoord
1793,groei,N,growth,de
1794,vijftien,TW,fifteen,
1795,vijftig,TW,fifty,
1796,snelheid,N,speed,
1797,verdriet,N,grief,
1798,route,N,route,de
1799,puur,ADJ,pure,
1800,eieren,N,Eggs,de
1801,wijzen,WW,point,
1802,yes,N,yes,
1803,lager,ADJ,lower,
1804,pakt,WW,takes,
1805,tof,ADJ,cool,
1806,opgepakt,ADJ,arrested,
1807,wijk,N,neighbourhood,de
1808,verzet,N,resistance,het
1809,beperkt,ADJ,limited,
1810,standaard,ADJ,standard,
1811,sporen,WW,tracks,
1812,ontwikkelen,WW,develop,
1813,zout,ADJ,salt,
1814,dubbel,ADJ,double,
1815,uitnodiging,N,invitation,de
1816,vluchten,WW,flee,
1817,vissen,WW,fishing,
1818,sergeant,N,sergeant,de
1819,appartement,N,apartment,het
1820,studeren,WW,to study,
1821,bord,N,plate,het
1822,hof,N,court,de
1823,opruimen,WW,tidy,
1824,avondje,N,evening,de
1825,recept,N,recipe,het
1826,koers,N,course,de
1827,moderne,ADJ,modern,
1828,soldaat,N,soldier,de
1829,datum,N,date,de
1830,centraal,ADJ,central,
1831,plaatje,N,picture,de
1832,gelegenheid,N,occasion,
1833,verdorie,N,damn,
1834,nummers,N,numbers,het
1835,aanrader,N,recommended,werkwoord
1836,have,N,have,de
1837,humor,N,Humour,de
1838,morgenochtend,BW,tomorrow morning,
1839,inclusief,ADJ,including,
1840,ellende,N,misery,de
1841,ontsnappen,WW,escape,
1842,mede,BW,also,
1843,neef,N,cousin,de
1844,afmaken,WW,finish up,
1845,nat,ADJ,wet,
1846,kwart,N,quarter,de/het
1847,begrip,N,understanding,het
1848,homo,N,gay,de
1849,compliment,N,compliment,het
1850,gebaseerd,WW,based,
1851,rondom,VZ,all around,
1852,komst,N,coming,
1853,monster,N,sample,het
1854,pc,N,pc,de
1855,tijdelijk,ADJ,temporarily,
1856,rusten,WW,rest,
1857,apart,ADJ,separate,
1858,genoegen,WW,pleasure,
1859,gedurende,VZ,during,
1860,oplossen,WW,to resolve,
1861,rand,N,edge,werkwoord
1862,schoonheid,N,beauty,het
1863,planeet,N,planet,de
1864,richten,WW,to target,
1865,steen,N,stone,de
1866,handel,N,trade,de
1867,buitenland,N,abroad,de
1868,vullen,WW,to fill,
1869,luitenant,N,lieutenant,de
1870,veroordeeld,WW,convicted,
1871,mijnheer,N,Sir,de
1872,afhankelijk,ADJ,dependent,
1873,medicijnen,N,medicines,mv.
1874,jury,N,jury,de
1875,zekerheid,N,certainty,de
1876,dichterbij,ADJ,closer,
1877,lege,N,empty,
1878,toestand,N,status,de
1879,stiekem,N,secretly,
1880,tegelijkertijd,BW,at the same time,
1881,tevens,BW,also,
1882,opzij,BW,aside,
1883,geïnteresseerd,ADJ,interested,
1884,prinses,N,princess,de
1885,no,N,no,
1886,onschuldig,ADJ,innocent,
1887,eeuwig,N,forever,
1888,vers,ADJ,fresh,
1889,tranen,WW,tears,
1890,belangrijker,ADJ,more important,
1891,sociaal,ADJ,social,
1892,middel,N,means,het
1893,toilet,N,toilet,het
1894,suiker,N,sugar,het
1895,wederom,BW,again,
1896,overkomen,WW,happen,
1897,reet,N,ass,de
1898,amerikanen,N,americans,werkwoord
1899,hoer,N,whore,de
1900,gemeenschap,N,community,de
1901,ontspannen,WW,relax,
1902,conclusie,N,conclusion,de
1903,henry,N,Henry,de
1904,hogere,ADJ,higher,
1905,gemiddeld,ADJ,average,
1906,beterschap,N,get well soon,
